Comune;Provincia;Prov;Regione;Latitude;Longitude;Latitudine Prov;Longitudine Prov;Numero Abitanti;CAP;Prefisso;Cod Istat
Verderio Superiore;Lecco;LC;Lombardia;45,6702800000;9,4402800000;45,8530600000;9,3938900000;2719;23878;39;3097088
Vestreno;Lecco;LC;Lombardia;46,0850000000;9,3241700000;45,8530600000;9,3938900000;315;23822;341;3097089
Viganò;Lecco;LC;Lombardia;45,7258300000;9,3238900000;45,8530600000;9,3938900000;2015;23897;39;3097090
Abbadia Cerreto;Lodi;LO;Lombardia;45,3133300000;9,5955600000;45,3163900000;9,5041700000;293;26834;371;3098001
Bertonico;Lodi;LO;Lombardia;45,2366700000;9,6700000000;45,3163900000;9,5041700000;1190;26821;377;3098002
Boffalora d'Adda;Lodi;LO;Lombardia;45,3597200000;9,4944400000;45,3163900000;9,5041700000;1694;26811;371;3098003
Borghetto Lodigiano;Lodi;LO;Lombardia;45,2152800000;9,5000000000;45,3163900000;9,5041700000;4417;26812;371;3098004
Borgo San Giovanni;Lodi;LO;Lombardia;45,2805600000;9,4333300000;45,3163900000;9,5041700000;2180;26851;371;3098005
Brembio;Lodi;LO;Lombardia;45,2161100000;9,5713900000;45,3163900000;9,5041700000;2707;26822;377;3098006
Camairago;Lodi;LO;Lombardia;45,2077800000;9,7280600000;45,3163900000;9,5041700000;686;26823;377;3098007
Casaletto Lodigiano;Lodi;LO;Lombardia;45,2952800000;9,3616700000;45,3163900000;9,5041700000;2719;26852;371;3098008
Casalmaiocco;Lodi;LO;Lombardia;45,3552800000;9,3722200000;45,3163900000;9,5041700000;3108;26831;2;3098009
Casalpusterlengo;Lodi;LO;Lombardia;45,1827800000;9,6491700000;45,3163900000;9,5041700000;15302;26841;377;3098010
Caselle Landi;Lodi;LO;Lombardia;45,1030600000;9,7938900000;45,3163900000;9,5041700000;1687;26842;377;3098011
Caselle Lurani;Lodi;LO;Lombardia;45,2813900000;9,3569400000;45,3163900000;9,5041700000;3155;26853;371;3098012
Castelnuovo Bocca d;Lodi;LO;Lombardia;45,1133300000;9,8669400000;45,3163900000;9,5041700000;1698;26843;377;3098013
Castiglione d'Adda;Lodi;LO;Lombardia;45,2222200000;9,6933300000;45,3163900000;9,5041700000;4939;26823;377;3098014
Castiraga Vidardo;Lodi;LO;Lombardia;45,2591700000;9,4058300000;45,3163900000;9,5041700000;2623;26866;371;3098015
Cavacurta;Lodi;LO;Lombardia;45,1922200000;9,7444400000;45,3163900000;9,5041700000;876;26844;377;3098016
Cavenago d'Adda;Lodi;LO;Lombardia;45,2858300000;9,6019400000;45,3163900000;9,5041700000;2294;26824;371;3098017
Cervignano d'Adda;Lodi;LO;Lombardia;45,3741700000;9,4247200000;45,3163900000;9,5041700000;2084;26832;2;3098018
Codogno;Lodi;LO;Lombardia;45,1622200000;9,7055600000;45,3163900000;9,5041700000;15765;26845;377;3098019
Comazzo;Lodi;LO;Lombardia;45,4427800000;9,4650000000;45,3163900000;9,5041700000;2155;26833;2;3098020
Cornegliano Laudens;Lodi;LO;Lombardia;45,2880600000;9,4883300000;45,3163900000;9,5041700000;2881;26854;371;3098021
Corno Giovine;Lodi;LO;Lombardia;45,1344400000;9,7588900000;45,3163900000;9,5041700000;1196;26846;377;3098022
Cornovecchio;Lodi;LO;Lombardia;45,1388900000;9,7994400000;45,3163900000;9,5041700000;239;26842;377;3098023
Corte Palasio;Lodi;LO;Lombardia;45,3113900000;9,5644400000;45,3163900000;9,5041700000;1597;26834;371;3098024
Crespiatica;Lodi;LO;Lombardia;45,3572200000;9,5758300000;45,3163900000;9,5041700000;2186;26835;371;3098025
Fombio;Lodi;LO;Lombardia;45,1386100000;9,6844400000;45,3163900000;9,5041700000;2278;26861;377;3098026
Galgagnano;Lodi;LO;Lombardia;45,3602800000;9,4483300000;45,3163900000;9,5041700000;1214;26832;371;3098027
Graffignana;Lodi;LO;Lombardia;45,2111100000;9,4547200000;45,3163900000;9,5041700000;2680;26813;371;3098028
Guardamiglio;Lodi;LO;Lombardia;45,1113900000;9,6811100000;45,3163900000;9,5041700000;2722;26862;377;3098029
Livraga;Lodi;LO;Lombardia;45,1947200000;9,5480600000;45,3163900000;9,5041700000;2611;26814;377;3098030
Lodi;Lodi;LO;Lombardia;45,3163900000;9,5041700000;45,3163900000;9,5041700000;44401;26900;371;3098031
Lodi Vecchio;Lodi;LO;Lombardia;45,3050000000;9,4122200000;45,3163900000;9,5041700000;7401;26855;371;3098032
Maccastorna;Lodi;LO;Lombardia;45,1480600000;9,8550000000;45,3163900000;9,5041700000;68;26843;377;3098033
Mairago;Lodi;LO;Lombardia;45,2544400000;9,5802800000;45,3163900000;9,5041700000;1429;26825;371;3098034
Maleo;Lodi;LO;Lombardia;45,1700000000;9,7661100000;45,3163900000;9,5041700000;3280;26847;377;3098035
Marudo;Lodi;LO;Lombardia;45,2552800000;9,3752800000;45,3163900000;9,5041700000;1556;26866;371;3098036
Massalengo;Lodi;LO;Lombardia;45,2652800000;9,4883300000;45,3163900000;9,5041700000;4257;26815;371;3098037
Meleti;Lodi;LO;Lombardia;45,1211100000;9,8366700000;45,3163900000;9,5041700000;475;26843;377;3098038
Merlino;Lodi;LO;Lombardia;45,4355600000;9,4302800000;45,3163900000;9,5041700000;1778;26833;2;3098039
Montanaso Lombardo;Lodi;LO;Lombardia;45,3333300000;9,4577800000;45,3163900000;9,5041700000;2203;26836;371;3098040
Mulazzano;Lodi;LO;Lombardia;45,3763900000;9,3994400000;45,3163900000;9,5041700000;5768;26837;2;3098041
Orio Litta;Lodi;LO;Lombardia;45,1597200000;9,5544400000;45,3163900000;9,5041700000;2036;26863;377;3098042
Ospedaletto Lodigia;Lodi;LO;Lombardia;45,1686100000;9,5844400000;45,3163900000;9,5041700000;1947;26864;377;3098043
Ossago Lodigiano;Lodi;LO;Lombardia;45,2452800000;9,5380600000;45,3163900000;9,5041700000;1442;26816;371;3098044
Pieve Fissiraga;Lodi;LO;Lombardia;45,2658300000;9,4580600000;45,3163900000;9,5041700000;1680;26854;371;3098045
Salerano sul Lambro;Lodi;LO;Lombardia;45,2986100000;9,3850000000;45,3163900000;9,5041700000;2683;26857;371;3098046
San Fiorano;Lodi;LO;Lombardia;45,1388900000;9,7225000000;45,3163900000;9,5041700000;1811;26848;377;3098047
San Martino in Stra;Lodi;LO;Lombardia;45,2736100000;9,5294400000;45,3163900000;9,5041700000;3624;26817;371;3098048
San Rocco al Porto;Lodi;LO;Lombardia;45,0833300000;9,6938900000;45,3163900000;9,5041700000;3578;26865;377;3098049
Sant'Angelo Lodigia;Lodi;LO;Lombardia;45,2411100000;9,4083300000;45,3163900000;9,5041700000;13279;26866;371;3098050
Santo Stefano Lodig;Lodi;LO;Lombardia;45,1219400000;9,7363900000;45,3163900000;9,5041700000;1929;26849;377;3098051
Secugnago;Lodi;LO;Lombardia;45,2333300000;9,5925000000;45,3163900000;9,5041700000;2023;26826;377;3098052
Senna Lodigiana;Lodi;LO;Lombardia;45,1494400000;9,5925000000;45,3163900000;9,5041700000;2051;26856;377;3098053
Somaglia;Lodi;LO;Lombardia;45,1483300000;9,6388900000;45,3163900000;9,5041700000;3708;26867;377;3098054
Sordio;Lodi;LO;Lombardia;45,3427800000;9,3705600000;45,3163900000;9,5041700000;3120;26858;2;3098055
Tavazzano con Villa;Lodi;LO;Lombardia;45,3308300000;9,4050000000;45,3163900000;9,5041700000;6125;26838;371;3098056
Terranova dei Passe;Lodi;LO;Lombardia;45,2175000000;9,6630600000;45,3163900000;9,5041700000;914;26827;377;3098057
Turano Lodigiano;Lodi;LO;Lombardia;45,2516700000;9,6250000000;45,3163900000;9,5041700000;1576;26828;377;3098058
Valera Fratta;Lodi;LO;Lombardia;45,2591700000;9,3319400000;45,3163900000;9,5041700000;1653;26859;371;3098059
Villanova del Silla;Lodi;LO;Lombardia;45,2377800000;9,4797200000;45,3163900000;9,5041700000;1824;26818;371;3098060
Zelo Buon Persico;Lodi;LO;Lombardia;45,4130600000;9,4313900000;45,3163900000;9,5041700000;6860;26839;2;3098061
Bellaria-Igea Marin;Rimini;RN;Emilia-Romagna;44,1480600000;12,4650000000;44,0597200000;12,5697200000;19358;47814;541;8099001
Cattolica;Rimini;RN;Emilia-Romagna;43,9647200000;12,7433300000;44,0597200000;12,5697200000;16899;47841;541;8099002
Coriano;Rimini;RN;Emilia-Romagna;43,9661100000;12,6033300000;44,0597200000;12,5697200000;10200;47853;541;8099003
Gemmano;Rimini;RN;Emilia-Romagna;43,9055600000;12,5836100000;44,0597200000;12,5697200000;1161;47855;541;8099004
Misano Adriatico;Rimini;RN;Emilia-Romagna;43,9797200000;12,7025000000;44,0597200000;12,5697200000;12359;47843;541;8099005
Mondaino;Rimini;RN;Emilia-Romagna;43,8552800000;12,6716700000;44,0597200000;12,5697200000;1478;47836;541;8099006
Monte Colombo;Rimini;RN;Emilia-Romagna;43,9208300000;12,5547200000;44,0597200000;12,5697200000;3302;47854;541;8099007
Montefiore Conca;Rimini;RN;Emilia-Romagna;43,8913900000;12,6113900000;44,0597200000;12,5697200000;2231;47834;541;8099008
Montegridolfo;Rimini;RN;Emilia-Romagna;43,8597200000;12,6902800000;44,0597200000;12,5697200000;1044;47837;541;8099009
Montescudo;Rimini;RN;Emilia-Romagna;43,9205600000;12,5438900000;44,0597200000;12,5697200000;3303;47854;541;8099010
Morciano di Romagna;Rimini;RN;Emilia-Romagna;43,9141700000;12,6455600000;44,0597200000;12,5697200000;6988;47833;541;8099011
Poggio Berni;Rimini;RN;Emilia-Romagna;44,0280600000;12,4091700000;44,0597200000;12,5697200000;3412;47824;541;8099012
Riccione;Rimini;RN;Emilia-Romagna;43,9997200000;12,6591700000;44,0597200000;12,5697200000;35815;47838;541;8099013
Rimini;Rimini;RN;Emilia-Romagna;44,0597200000;12,5697200000;44,0597200000;12,5697200000;143321;;541;8099014
Saludecio;Rimini;RN;Emilia-Romagna;43,8727800000;12,6686100000;44,0597200000;12,5697200000;2998;47835;541;8099015
San Clemente;Rimini;RN;Emilia-Romagna;43,9330600000;12,6269400000;44,0597200000;12,5697200000;5153;47832;541;8099016
San Giovanni in Mar;Rimini;RN;Emilia-Romagna;43,9400000000;12,7130600000;44,0597200000;12,5697200000;9090;47842;541;8099017
Santarcangelo di Ro;Rimini;RN;Emilia-Romagna;44,0650000000;12,4483300000;44,0597200000;12,5697200000;21409;47822;541;8099018
Torriana;Rimini;RN;Emilia-Romagna;43,9844400000;12,3836100000;44,0597200000;12,5697200000;1577;47825;541;8099019
Verucchio;Rimini;RN;Emilia-Romagna;43,9833300000;12,4233300000;44,0597200000;12,5697200000;10079;47826;541;8099020
Casteldelci;Rimini;RN;Emilia-Romagna;43,7916000000;12,1550000000;44,0597200000;12,5697200000;;;;8099021
Maiolo;Rimini;RN;Emilia-Romagna;43,8741000000;12,3110000000;44,0597200000;12,5697200000;;;;8099022
Novafeltria;Rimini;RN;Emilia-Romagna;43,8962000000;12,2902000000;44,0597200000;12,5697200000;;;;8099023
Pennabilli;Rimini;RN;Emilia-Romagna;43,8191000000;12,2667000000;44,0597200000;12,5697200000;;;;8099024
San Leo;Rimini;RN;Emilia-Romagna;43,8965000000;12,3433000000;44,0597200000;12,5697200000;;;;8099025
Sant'Agata Feltria;Rimini;RN;Emilia-Romagna;43,8628000000;12,2075000000;44,0597200000;12,5697200000;;;;8099026
Talamello;Rimini;RN;Emilia-Romagna;43,9042000000;12,2913000000;44,0597200000;12,5697200000;;;;8099027
Cantagallo;Prato;PO;Toscana;44,0294400000;11,1077800000;43,8819400000;11,0966700000;3095;59025;574;9100001
Carmignano;Prato;PO;Toscana;43,8141700000;11,0194400000;43,8819400000;11,0966700000;14187;59015;55;9100002
Montemurlo;Prato;PO;Toscana;43,9297200000;11,0347200000;43,8819400000;11,0966700000;18438;59013;574;9100003
Poggio a Caiano;Prato;PO;Toscana;43,8169400000;11,0580600000;43,8819400000;11,0966700000;9959;59016;55;9100004
Prato;Prato;PO;Toscana;43,8819400000;11,0966700000;43,8819400000;11,0966700000;188011;59100;574;9100005
Vaiano;Prato;PO;Toscana;43,9711100000;11,1255600000;43,8819400000;11,0966700000;9990;59021;574;9100006
Vernio;Prato;PO;Toscana;44,0552800000;11,1575000000;43,8819400000;11,0966700000;6095;59024;574;9100007
Belvedere di Spinel;Crotone;KR;Calabria;39,2091700000;16,8891700000;39,0827800000;17,1319400000;2306;88824;962;18101001
Caccuri;Crotone;KR;Calabria;39,2288900000;16,7830600000;39,0827800000;17,1319400000;1730;88833;984;18101002
Carfizzi;Crotone;KR;Calabria;39,3075000000;16,9758300000;39,0827800000;17,1319400000;788;88817;962;18101003
Casabona;Crotone;KR;Calabria;39,2497200000;16,9588900000;39,0827800000;17,1319400000;2911;88822;962;18101004
Castelsilano;Crotone;KR;Calabria;39,2705600000;16,7683300000;39,0827800000;17,1319400000;1092;88834;984;18101005
Cerenzia;Crotone;KR;Calabria;39,2463900000;16,7858300000;39,0827800000;17,1319400000;1255;88833;984;18101006
Cirò;Crotone;KR;Calabria;39,3811100000;17,0647200000;39,0827800000;17,1319400000;3228;88813;962;18101007
Cirò Marina;Crotone;KR;Calabria;39,3716700000;17,1347200000;39,0827800000;17,1319400000;14957;88811;962;18101008
Cotronei;Crotone;KR;Calabria;39,1594400000;16,7827800000;39,0827800000;17,1319400000;5490;88836;962;18101009
Crotone;Crotone;KR;Calabria;39,0827800000;17,1319400000;39,0827800000;17,1319400000;61798;88900;962;18101010
Crucoli;Crotone;KR;Calabria;39,4244400000;17,0044400000;39,0827800000;17,1319400000;3326;88812;962;18101011
Cutro;Crotone;KR;Calabria;39,0344400000;16,9825000000;39,0827800000;17,1319400000;10426;88842;962;18101012
Isola di Capo Rizzu;Crotone;KR;Calabria;38,9605600000;17,0950000000;39,0827800000;17,1319400000;15789;88841;962;18101013
Melissa;Crotone;KR;Calabria;39,3044400000;17,0216700000;39,0827800000;17,1319400000;3609;88814;962;18101014
Mesoraca;Crotone;KR;Calabria;39,0833300000;16,7894400000;39,0827800000;17,1319400000;6787;88838;962;18101015
Pallagorio;Crotone;KR;Calabria;39,3069400000;16,9105600000;39,0827800000;17,1319400000;1383;88818;962;18101016
Petilia Policastro;Crotone;KR;Calabria;39,1127800000;16,7902800000;39,0827800000;17,1319400000;9311;88837;962;18101017
Roccabernarda;Crotone;KR;Calabria;39,1363900000;16,8716700000;39,0827800000;17,1319400000;3374;88835;962;18101018
Rocca di Neto;Crotone;KR;Calabria;39,1911100000;16,9983300000;39,0827800000;17,1319400000;5657;88821;962;18101019
San Mauro Marchesat;Crotone;KR;Calabria;39,1041700000;16,9263900000;39,0827800000;17,1319400000;2246;88831;962;18101020
San Nicola dell'Alt;Crotone;KR;Calabria;39,2916700000;16,9719400000;39,0827800000;17,1319400000;916;88817;962;18101021
Santa Severina;Crotone;KR;Calabria;39,1497200000;16,9169400000;39,0827800000;17,1319400000;2234;88832;962;18101022
Savelli;Crotone;KR;Calabria;39,3133300000;16,7777800000;39,0827800000;17,1319400000;1334;88825;984;18101023
Scandale;Crotone;KR;Calabria;39,1216700000;16,9611100000;39,0827800000;17,1319400000;3300;88831;962;18101024
Strongoli;Crotone;KR;Calabria;39,2663900000;17,0466700000;39,0827800000;17,1319400000;6383;88816;962;18101025
Umbriatico;Crotone;KR;Calabria;39,3547200000;16,9194400000;39,0827800000;17,1319400000;953;88823;962;18101026
Verzino;Crotone;KR;Calabria;39,3136100000;16,8625000000;39,0827800000;17,1319400000;2022;88819;962;18101027
Acquaro;Vibo Valentia;VV;Calabria;38,5572200000;16,1905600000;38,6758300000;16,1022200000;2632;89832;963;18102001
Arena;Vibo Valentia;VV;Calabria;38,5644400000;16,2108300000;38,6758300000;16,1022200000;1572;89832;963;18102002
Briatico;Vibo Valentia;VV;Calabria;38,7269400000;16,0347200000;38,6758300000;16,1022200000;4111;89817;963;18102003
Brognaturo;Vibo Valentia;VV;Calabria;38,6038900000;16,3425000000;38,6758300000;16,1022200000;665;89822;963;18102004
Capistrano;Vibo Valentia;VV;Calabria;38,6938900000;16,2894400000;38,6758300000;16,1022200000;1076;89818;963;18102005
Cessaniti;Vibo Valentia;VV;Calabria;38,6644400000;16,0266700000;38,6758300000;16,1022200000;3440;89816;963;18102006
Dasà;Vibo Valentia;VV;Calabria;38,5666700000;16,1961100000;38,6758300000;16,1022200000;1216;89832;963;18102007
Dinami;Vibo Valentia;VV;Calabria;38,5300000000;16,1486100000;38,6758300000;16,1022200000;2526;89833;966;18102008
Drapia;Vibo Valentia;VV;Calabria;38,6655600000;15,9116700000;38,6758300000;16,1022200000;2192;89862;963;18102009
Fabrizia;Vibo Valentia;VV;Calabria;38,4830600000;16,3025000000;38,6758300000;16,1022200000;2437;89823;963;18102010
Filadelfia;Vibo Valentia;VV;Calabria;38,7858300000;16,2919400000;38,6758300000;16,1022200000;5684;89814;968;18102011
Filandari;Vibo Valentia;VV;Calabria;38,6166700000;16,0336100000;38,6758300000;16,1022200000;1884;89841;963;18102012
Filogaso;Vibo Valentia;VV;Calabria;38,6833300000;16,2269400000;38,6758300000;16,1022200000;1454;89843;963;18102013
Francavilla Angitol;Vibo Valentia;VV;Calabria;38,7786100000;16,2711100000;38,6758300000;16,1022200000;2051;89815;968;18102014
Francica;Vibo Valentia;VV;Calabria;38,6163900000;16,1005600000;38,6758300000;16,1022200000;1711;89851;963;18102015
Gerocarne;Vibo Valentia;VV;Calabria;38,5883300000;16,2205600000;38,6758300000;16,1022200000;2383;89831;963;18102016
Ionadi;Vibo Valentia;VV;Calabria;38,6277800000;16,0561100000;38,6758300000;16,1022200000;3796;89851;963;18102017
Joppolo;Vibo Valentia;VV;Calabria;38,5869400000;15,8947200000;38,6758300000;16,1022200000;2120;89863;963;18102018
Limbadi;Vibo Valentia;VV;Calabria;38,5575000000;15,9666700000;38,6758300000;16,1022200000;3741;89844;963;18102019
Maierato;Vibo Valentia;VV;Calabria;38,7088900000;16,1919400000;38,6758300000;16,1022200000;2279;89843;963;18102020
Mileto;Vibo Valentia;VV;Calabria;38,6066700000;16,0641700000;38,6758300000;16,1022200000;7017;89852;963;18102021
Mongiana;Vibo Valentia;VV;Calabria;38,5150000000;16,3188900000;38,6758300000;16,1022200000;822;89823;963;18102022
Monterosso Calabro;Vibo Valentia;VV;Calabria;38,7194400000;16,2888900000;38,6758300000;16,1022200000;1851;89819;963;18102023
Nardodipace;Vibo Valentia;VV;Calabria;38,4747200000;16,3425000000;38,6758300000;16,1022200000;1414;89824;963;18102024
Nicotera;Vibo Valentia;VV;Calabria;38,5552800000;15,9388900000;38,6758300000;16,1022200000;6346;89844;963;18102025
Parghelia;Vibo Valentia;VV;Calabria;38,6825000000;15,9227800000;38,6758300000;16,1022200000;1348;89861;963;18102026
Pizzo;Vibo Valentia;VV;Calabria;38,7372200000;16,1630600000;38,6758300000;16,1022200000;9258;89812;963;18102027
Pizzoni;Vibo Valentia;VV;Calabria;38,6227800000;16,2500000000;38,6758300000;16,1022200000;1247;89834;963;18102028
Polia;Vibo Valentia;VV;Calabria;38,7519400000;16,3122200000;38,6758300000;16,1022200000;1040;89813;963;18102029
Ricadi;Vibo Valentia;VV;Calabria;38,6272200000;15,8680600000;38,6758300000;16,1022200000;4954;89866;963;18102030
Rombiolo;Vibo Valentia;VV;Calabria;38,5997200000;16,0027800000;38,6758300000;16,1022200000;4742;89841;963;18102031
San Calogero;Vibo Valentia;VV;Calabria;38,5750000000;16,0247200000;38,6758300000;16,1022200000;4565;89842;963;18102032
San Costantino Cala;Vibo Valentia;VV;Calabria;38,6319400000;16,0736100000;38,6758300000;16,1022200000;2303;89851;963;18102033
San Gregorio d'Ippo;Vibo Valentia;VV;Calabria;38,6444400000;16,1008300000;38,6758300000;16,1022200000;2272;89853;963;18102034
San Nicola da Criss;Vibo Valentia;VV;Calabria;38,6652800000;16,2850000000;38,6758300000;16,1022200000;1437;89821;963;18102035
Sant'Onofrio;Vibo Valentia;VV;Calabria;38,6955600000;16,1444400000;38,6758300000;16,1022200000;3028;89843;963;18102036
Serra San Bruno;Vibo Valentia;VV;Calabria;38,5802800000;16,3330600000;38,6758300000;16,1022200000;6971;89822;963;18102037
Simbario;Vibo Valentia;VV;Calabria;38,6125000000;16,3361100000;38,6758300000;16,1022200000;989;89822;963;18102038
Sorianello;Vibo Valentia;VV;Calabria;38,5922200000;16,2338900000;38,6758300000;16,1022200000;1214;89831;963;18102039
Soriano Calabro;Vibo Valentia;VV;Calabria;38,5986100000;16,2288900000;38,6758300000;16,1022200000;2775;89831;963;18102040
Spadola;Vibo Valentia;VV;Calabria;38,6050000000;16,3380600000;38,6758300000;16,1022200000;871;89822;963;18102041
Spilinga;Vibo Valentia;VV;Calabria;38,6294400000;15,9041700000;38,6758300000;16,1022200000;1503;89864;963;18102042
Stefanaconi;Vibo Valentia;VV;Calabria;38,6741700000;16,1213900000;38,6758300000;16,1022200000;2523;89843;963;18102043
Tropea;Vibo Valentia;VV;Calabria;38,6788900000;15,8980600000;38,6758300000;16,1022200000;6725;89861;963;18102044
Vallelonga;Vibo Valentia;VV;Calabria;38,6488900000;16,2925000000;38,6758300000;16,1022200000;712;89821;963;18102045
Vazzano;Vibo Valentia;VV;Calabria;38,6341700000;16,2477800000;38,6758300000;16,1022200000;1116;89834;963;18102046
Vibo Valentia;Vibo Valentia;VV;Calabria;38,6758300000;16,1022200000;38,6758300000;16,1022200000;33853;89900;963;18102047
Zaccanopoli;Vibo Valentia;VV;Calabria;38,6658300000;15,9308300000;38,6758300000;16,1022200000;810;89867;963;18102048
Zambrone;Vibo Valentia;VV;Calabria;38,7013900000;15,9902800000;38,6758300000;16,1022200000;1829;89868;963;18102049
Zungri;Vibo Valentia;VV;Calabria;38,6555600000;15,9877800000;38,6758300000;16,1022200000;2055;89867;963;18102050
Antrona Schieranco;Verbano-Cusio-Ossola;VB;Piemonte;46,0619400000;8,1141700000;46,0187800000;8,4065800000;482;28841;324;1103001
Anzola d'Ossola;Verbano-Cusio-Ossola;VB;Piemonte;45,9905600000;8,3430600000;46,0187800000;8,4065800000;458;28877;323;1103002
Arizzano;Verbano-Cusio-Ossola;VB;Piemonte;45,9563900000;8,5841700000;46,0187800000;8,4065800000;2080;28811;323;1103003
Arola;Verbano-Cusio-Ossola;VB;Piemonte;45,8097200000;8,3552800000;46,0187800000;8,4065800000;269;28899;323;1103004
Aurano;Verbano-Cusio-Ossola;VB;Piemonte;46,0005600000;8,5888900000;46,0187800000;8,4065800000;112;28812;323;1103005
Baceno;Verbano-Cusio-Ossola;VB;Piemonte;46,2588900000;8,3202800000;46,0187800000;8,4065800000;928;28861;324;1103006
Bannio Anzino;Verbano-Cusio-Ossola;VB;Piemonte;45,9858300000;8,1438900000;46,0187800000;8,4065800000;524;28871;324;1103007
Baveno;Verbano-Cusio-Ossola;VB;Piemonte;45,9108300000;8,5030600000;46,0187800000;8,4065800000;4966;28831;323;1103008
Bee;Verbano-Cusio-Ossola;VB;Piemonte;45,9625000000;8,5805600000;46,0187800000;8,4065800000;722;28813;323;1103009
Belgirate;Verbano-Cusio-Ossola;VB;Piemonte;45,8419400000;8,5716700000;46,0187800000;8,4065800000;554;28832;322;1103010
Beura-Cardezza;Verbano-Cusio-Ossola;VB;Piemonte;46,0797200000;8,2975000000;46,0187800000;8,4065800000;1425;28851;324;1103011
Bognanco;Verbano-Cusio-Ossola;VB;Piemonte;46,1297200000;8,2008300000;46,0187800000;8,4065800000;245;28842;324;1103012
Brovello-Carpugnino;Verbano-Cusio-Ossola;VB;Piemonte;45,8613900000;8,5358300000;46,0187800000;8,4065800000;689;28833;323;1103013
Calasca-Castiglione;Verbano-Cusio-Ossola;VB;Piemonte;46,0058300000;8,1691700000;46,0187800000;8,4065800000;699;28873;324;1103014
Cambiasca;Verbano-Cusio-Ossola;VB;Piemonte;45,9641700000;8,5411100000;46,0187800000;8,4065800000;1636;28814;323;1103015
Cannero Riviera;Verbano-Cusio-Ossola;VB;Piemonte;46,0230600000;8,6794400000;46,0187800000;8,4065800000;1017;28821;323;1103016
Cannobio;Verbano-Cusio-Ossola;VB;Piemonte;46,0652800000;8,6947200000;46,0187800000;8,4065800000;5181;28822;323;1103017
Caprezzo;Verbano-Cusio-Ossola;VB;Piemonte;45,9825000000;8,5611100000;46,0187800000;8,4065800000;171;28815;323;1103018
Casale Corte Cerro;Verbano-Cusio-Ossola;VB;Piemonte;45,9175000000;8,4119400000;46,0187800000;8,4065800000;3473;28881;323;1103019
Cavaglio-Spoccia;Verbano-Cusio-Ossola;VB;Piemonte;46,0744400000;8,6094400000;46,0187800000;8,4065800000;271;28825;323;1103020
Ceppo Morelli;Verbano-Cusio-Ossola;VB;Piemonte;45,9722200000;8,0661100000;46,0187800000;8,4065800000;347;28875;324;1103021
Cesara;Verbano-Cusio-Ossola;VB;Piemonte;45,8369400000;8,3638900000;46,0187800000;8,4065800000;595;28891;323;1103022
Cossogno;Verbano-Cusio-Ossola;VB;Piemonte;45,9658300000;8,5094400000;46,0187800000;8,4065800000;595;28801;323;1103023
Craveggia;Verbano-Cusio-Ossola;VB;Piemonte;46,1427800000;8,4888900000;46,0187800000;8,4065800000;754;28852;324;1103024
Crevoladossola;Verbano-Cusio-Ossola;VB;Piemonte;46,1566700000;8,3036100000;46,0187800000;8,4065800000;4765;28865;324;1103025
Crodo;Verbano-Cusio-Ossola;VB;Piemonte;46,2244400000;8,3252800000;46,0187800000;8,4065800000;1482;28862;324;1103026
Cursolo-Orasso;Verbano-Cusio-Ossola;VB;Piemonte;46,0988900000;8,5669400000;46,0187800000;8,4065800000;107;28827;323;1103027
Domodossola;Verbano-Cusio-Ossola;VB;Piemonte;46,1163900000;8,2933300000;46,0187800000;8,4065800000;18475;28845;324;1103028
Druogno;Verbano-Cusio-Ossola;VB;Piemonte;46,1358300000;8,4333300000;46,0187800000;8,4065800000;976;28853;324;1103029
Falmenta;Verbano-Cusio-Ossola;VB;Piemonte;46,0733300000;8,5850000000;46,0187800000;8,4065800000;162;28827;323;1103030
Formazza;Verbano-Cusio-Ossola;VB;Piemonte;46,3775000000;8,4286100000;46,0187800000;8,4065800000;443;28863;324;1103031
Germagno;Verbano-Cusio-Ossola;VB;Piemonte;45,8944400000;8,3858300000;46,0187800000;8,4065800000;187;28887;323;1103032
Ghiffa;Verbano-Cusio-Ossola;VB;Piemonte;45,9608300000;8,6191700000;46,0187800000;8,4065800000;2412;28823;323;1103033
Gignese;Verbano-Cusio-Ossola;VB;Piemonte;45,8633300000;8,5094400000;46,0187800000;8,4065800000;973;28836;323;1103034
Gravellona Toce;Verbano-Cusio-Ossola;VB;Piemonte;45,9275000000;8,4333300000;46,0187800000;8,4065800000;7868;28883;323;1103035
Gurro;Verbano-Cusio-Ossola;VB;Piemonte;46,0869400000;8,5691700000;46,0187800000;8,4065800000;252;28828;323;1103036
Intragna;Verbano-Cusio-Ossola;VB;Piemonte;45,9955600000;8,5725000000;46,0187800000;8,4065800000;114;28816;323;1103037
Loreglia;Verbano-Cusio-Ossola;VB;Piemonte;45,9083300000;8,3691700000;46,0187800000;8,4065800000;270;28893;323;1103038
Macugnaga;Verbano-Cusio-Ossola;VB;Piemonte;45,9694400000;7,9669400000;46,0187800000;8,4065800000;613;28876;324;1103039
Madonna del Sasso;Verbano-Cusio-Ossola;VB;Piemonte;45,7944400000;8,3669400000;46,0187800000;8,4065800000;412;28894;322;1103040
Malesco;Verbano-Cusio-Ossola;VB;Piemonte;46,1280600000;8,4991700000;46,0187800000;8,4065800000;1478;28854;324;1103041
Masera;Verbano-Cusio-Ossola;VB;Piemonte;46,1358300000;8,3263900000;46,0187800000;8,4065800000;1521;28855;324;1103042
