Comune;Provincia;Prov;Regione;Latitude;Longitude;Latitudine Prov;Longitudine Prov;Numero Abitanti;CAP;Prefisso;Cod Istat
Agazzano;Piacenza;PC;Emilia-Romagna;44,9480600000;9,5202800000;45,0544400000;9,6952800000;2107;29010;523;8033001
Alseno;Piacenza;PC;Emilia-Romagna;44,8977800000;9,9680600000;45,0544400000;9,6952800000;4897;29010;523;8033002
Besenzone;Piacenza;PC;Emilia-Romagna;44,9875000000;9,9563900000;45,0544400000;9,6952800000;989;29010;523;8033003
Bettola;Piacenza;PC;Emilia-Romagna;44,7769400000;9,6050000000;45,0544400000;9,6952800000;3024;29021;523;8033004
Bobbio;Piacenza;PC;Emilia-Romagna;44,7686100000;9,3877800000;45,0544400000;9,6952800000;3737;29022;523;8033005
Borgonovo Val Tidon;Piacenza;PC;Emilia-Romagna;45,0172200000;9,4447200000;45,0544400000;9,6952800000;7713;29011;523;8033006
Cadeo;Piacenza;PC;Emilia-Romagna;44,9663900000;9,8519400000;45,0544400000;9,6952800000;6187;29010;523;8033007
Calendasco;Piacenza;PC;Emilia-Romagna;45,0891700000;9,5975000000;45,0544400000;9,6952800000;2509;29010;523;8033008
Caminata;Piacenza;PC;Emilia-Romagna;44,9108300000;9,3100000000;45,0544400000;9,6952800000;283;29010;523;8033009
Caorso;Piacenza;PC;Emilia-Romagna;45,0500000000;9,8725000000;45,0544400000;9,6952800000;4896;29012;523;8033010
Carpaneto Piacentin;Piacenza;PC;Emilia-Romagna;44,9163900000;9,7894400000;45,0544400000;9,6952800000;7681;29013;523;8033011
Castell'Arquato;Piacenza;PC;Emilia-Romagna;44,8525000000;9,8694400000;45,0544400000;9,6952800000;4773;29014;523;8033012
Castel San Giovanni;Piacenza;PC;Emilia-Romagna;45,0611100000;9,4341700000;45,0544400000;9,6952800000;13943;29015;523;8033013
Castelvetro Piacent;Piacenza;PC;Emilia-Romagna;45,0975000000;9,9911100000;45,0544400000;9,6952800000;5581;29010;523;8033014
Cerignale;Piacenza;PC;Emilia-Romagna;44,6780600000;9,3519400000;45,0544400000;9,6952800000;170;29020;523;8033015
Coli;Piacenza;PC;Emilia-Romagna;44,7461100000;9,4166700000;45,0544400000;9,6952800000;1001;29020;523;8033016
Corte Brugnatella;Piacenza;PC;Emilia-Romagna;44,7138900000;9,3852800000;45,0544400000;9,6952800000;688;29020;523;8033017
Cortemaggiore;Piacenza;PC;Emilia-Romagna;44,9977800000;9,9330600000;45,0544400000;9,6952800000;4552;29016;523;8033018
Farini;Piacenza;PC;Emilia-Romagna;44,7144400000;9,5711100000;45,0544400000;9,6952800000;1489;29023;523;8033019
Ferriere;Piacenza;PC;Emilia-Romagna;44,6463900000;9,4991700000;45,0544400000;9,6952800000;1551;29024;523;8033020
Fiorenzuola d'Arda;Piacenza;PC;Emilia-Romagna;44,9291700000;9,9125000000;45,0544400000;9,6952800000;15204;29017;523;8033021
Gazzola;Piacenza;PC;Emilia-Romagna;44,9597200000;9,5475000000;45,0544400000;9,6952800000;2024;29010;523;8033022
Gossolengo;Piacenza;PC;Emilia-Romagna;45,0002800000;9,6141700000;45,0544400000;9,6952800000;5328;29020;523;8033023
Gragnano Trebbiense;Piacenza;PC;Emilia-Romagna;45,0158300000;9,5675000000;45,0544400000;9,6952800000;4397;29010;523;8033024
Gropparello;Piacenza;PC;Emilia-Romagna;44,8338900000;9,7313900000;45,0544400000;9,6952800000;2468;29025;523;8033025
Lugagnano Val D'Ard;Piacenza;PC;Emilia-Romagna;44,8244400000;9,8294400000;45,0544400000;9,6952800000;4293;29018;523;8033026
Monticelli d'Ongina;Piacenza;PC;Emilia-Romagna;45,0916700000;9,9316700000;45,0544400000;9,6952800000;5471;29010;523;8033027
Morfasso;Piacenza;PC;Emilia-Romagna;44,7227800000;9,7038900000;45,0544400000;9,6952800000;1131;29020;523;8033028
Nibbiano;Piacenza;PC;Emilia-Romagna;44,9052800000;9,3291700000;45,0544400000;9,6952800000;2294;29010;523;8033029
Ottone;Piacenza;PC;Emilia-Romagna;44,6236100000;9,3347200000;45,0544400000;9,6952800000;601;29026;523;8033030
Pecorara;Piacenza;PC;Emilia-Romagna;44,8772200000;9,3850000000;45,0544400000;9,6952800000;813;29010;523;8033031
Piacenza;Piacenza;PC;Emilia-Romagna;45,0544400000;9,6952800000;45,0544400000;9,6952800000;103206;;523;8033032
Pianello Val Tidone;Piacenza;PC;Emilia-Romagna;44,9483300000;9,4061100000;45,0544400000;9,6952800000;2296;29010;523;8033033
Piozzano;Piacenza;PC;Emilia-Romagna;44,9252800000;9,4936100000;45,0544400000;9,6952800000;646;29010;523;8033034
Podenzano;Piacenza;PC;Emilia-Romagna;44,9572200000;9,6894400000;45,0544400000;9,6952800000;9081;29027;523;8033035
Ponte dell'Olio;Piacenza;PC;Emilia-Romagna;44,8708300000;9,6441700000;45,0544400000;9,6952800000;5055;29028;523;8033036
Pontenure;Piacenza;PC;Emilia-Romagna;44,9994400000;9,7880600000;45,0544400000;9,6952800000;6365;29010;523;8033037
Rivergaro;Piacenza;PC;Emilia-Romagna;44,9105600000;9,5966700000;45,0544400000;9,6952800000;6878;29029;523;8033038
Rottofreno;Piacenza;PC;Emilia-Romagna;45,0591700000;9,5500000000;45,0544400000;9,6952800000;11524;29010;523;8033039
San Giorgio Piacent;Piacenza;PC;Emilia-Romagna;44,9575000000;9,7388900000;45,0544400000;9,6952800000;5859;29019;523;8033040
San Pietro in Cerro;Piacenza;PC;Emilia-Romagna;45,0219400000;9,9480600000;45,0544400000;9,6952800000;932;29010;523;8033041
Sarmato;Piacenza;PC;Emilia-Romagna;45,0616700000;9,4911100000;45,0544400000;9,6952800000;2868;29010;523;8033042
Travo;Piacenza;PC;Emilia-Romagna;44,8625000000;9,5444400000;45,0544400000;9,6952800000;2009;29020;523;8033043
Vernasca;Piacenza;PC;Emilia-Romagna;44,8002800000;9,8325000000;45,0544400000;9,6952800000;2313;29010;523;8033044
Vigolzone;Piacenza;PC;Emilia-Romagna;44,9155600000;9,6697200000;45,0544400000;9,6952800000;4314;29020;523;8033045
Villanova sull'Arda;Piacenza;PC;Emilia-Romagna;45,0269400000;10,0005600000;45,0544400000;9,6952800000;1969;29010;523;8033046
Zerba;Piacenza;PC;Emilia-Romagna;44,6688900000;9,2855600000;45,0544400000;9,6952800000;94;29020;523;8033047
Ziano Piacentino;Piacenza;PC;Emilia-Romagna;45,0027800000;9,4002800000;45,0544400000;9,6952800000;2671;29010;523;8033048
Albareto;Parma;PR;Emilia-Romagna;44,4486100000;9,7036100000;44,8016700000;10,3288900000;2232;43051;525;8034001
Bardi;Parma;PR;Emilia-Romagna;44,6330600000;9,7305600000;44,8016700000;10,3288900000;2382;43032;525;8034002
Bedonia;Parma;PR;Emilia-Romagna;44,5052800000;9,6305600000;44,8016700000;10,3288900000;3701;43041;525;8034003
Berceto;Parma;PR;Emilia-Romagna;44,5119400000;9,9894400000;44,8016700000;10,3288900000;2189;43042;525;8034004
Bore;Parma;PR;Emilia-Romagna;44,7177800000;9,7927800000;44,8016700000;10,3288900000;800;43030;525;8034005
Borgo Val di Taro;Parma;PR;Emilia-Romagna;44,4900000000;9,7663900000;44,8016700000;10,3288900000;7319;43043;525;8034006
Busseto;Parma;PR;Emilia-Romagna;44,9811100000;10,0427800000;44,8016700000;10,3288900000;7052;43011;524;8034007
Calestano;Parma;PR;Emilia-Romagna;44,6025000000;10,1216700000;44,8016700000;10,3288900000;2126;43030;525;8034008
Collecchio;Parma;PR;Emilia-Romagna;44,7525000000;10,2191700000;44,8016700000;10,3288900000;14120;43044;521;8034009
Colorno;Parma;PR;Emilia-Romagna;44,9302800000;10,3786100000;44,8016700000;10,3288900000;9096;43052;521;8034010
Compiano;Parma;PR;Emilia-Romagna;44,4977800000;9,6619400000;44,8016700000;10,3288900000;1131;43053;525;8034011
Corniglio;Parma;PR;Emilia-Romagna;44,4769400000;10,0886100000;44,8016700000;10,3288900000;2071;43021;521;8034012
Felino;Parma;PR;Emilia-Romagna;44,6952800000;10,2447200000;44,8016700000;10,3288900000;8546;43035;521;8034013
Fidenza;Parma;PR;Emilia-Romagna;44,8663900000;10,0619400000;44,8016700000;10,3288900000;26196;43036;524;8034014
Fontanellato;Parma;PR;Emilia-Romagna;44,8838900000;10,1744400000;44,8016700000;10,3288900000;7080;43012;521;8034015
Fontevivo;Parma;PR;Emilia-Romagna;44,8591700000;10,1772200000;44,8016700000;10,3288900000;5572;43010;521;8034016
Fornovo di Taro;Parma;PR;Emilia-Romagna;44,6925000000;10,1013900000;44,8016700000;10,3288900000;6294;43045;525;8034017
Langhirano;Parma;PR;Emilia-Romagna;44,6144400000;10,2661100000;44,8016700000;10,3288900000;9842;43013;521;8034018
Lesignano de' Bagni;Parma;PR;Emilia-Romagna;44,6466700000;10,3005600000;44,8016700000;10,3288900000;4795;43037;521;8034019
Medesano;Parma;PR;Emilia-Romagna;44,7580600000;10,1416700000;44,8016700000;10,3288900000;10749;43014;525;8034020
Mezzani;Parma;PR;Emilia-Romagna;44,9186100000;10,4316700000;44,8016700000;10,3288900000;3449;43055;521;8034021
Monchio delle Corti;Parma;PR;Emilia-Romagna;44,4150000000;10,1230600000;44,8016700000;10,3288900000;1024;43010;521;8034022
Montechiarugolo;Parma;PR;Emilia-Romagna;44,6947200000;10,4230600000;44,8016700000;10,3288900000;10626;43022;521;8034023
Neviano degli Ardui;Parma;PR;Emilia-Romagna;44,5830600000;10,3138900000;44,8016700000;10,3288900000;3750;43024;521;8034024
Noceto;Parma;PR;Emilia-Romagna;44,8102800000;10,1802800000;44,8016700000;10,3288900000;12724;43015;521;8034025
Palanzano;Parma;PR;Emilia-Romagna;44,4375000000;10,1927800000;44,8016700000;10,3288900000;1221;43025;521;8034026
Parma;Parma;PR;Emilia-Romagna;44,8016700000;10,3288900000;44,8016700000;10,3288900000;186690;;521;8034027
Pellegrino Parmense;Parma;PR;Emilia-Romagna;44,7344400000;9,9277800000;44,8016700000;10,3288900000;1097;43047;524;8034028
Polesine Parmense;Parma;PR;Emilia-Romagna;45,0188900000;10,0891700000;44,8016700000;10,3288900000;1522;43010;524;8034029
Roccabianca;Parma;PR;Emilia-Romagna;45,0088900000;10,2205600000;44,8016700000;10,3288900000;3110;43010;521;8034030
Sala Baganza;Parma;PR;Emilia-Romagna;44,7155600000;10,2302800000;44,8016700000;10,3288900000;5394;43038;521;8034031
Salsomaggiore Terme;Parma;PR;Emilia-Romagna;44,8169400000;9,9791700000;44,8016700000;10,3288900000;20051;43039;524;8034032
San Secondo Parmens;Parma;PR;Emilia-Romagna;44,9219400000;10,2302800000;44,8016700000;10,3288900000;5648;43017;521;8034033
Sissa;Parma;PR;Emilia-Romagna;44,9633300000;10,2594400000;44,8016700000;10,3288900000;4311;43018;521;8034034
Solignano;Parma;PR;Emilia-Romagna;44,6155600000;9,9783300000;44,8016700000;10,3288900000;1858;43040;525;8034035
Soragna;Parma;PR;Emilia-Romagna;44,9300000000;10,1266700000;44,8016700000;10,3288900000;4883;43019;524;8034036
Sorbolo;Parma;PR;Emilia-Romagna;44,8469400000;10,4483300000;44,8016700000;10,3288900000;9648;43058;521;8034037
Terenzo;Parma;PR;Emilia-Romagna;44,6119400000;10,0908300000;44,8016700000;10,3288900000;1239;43040;525;8034038
Tizzano Val Parma;Parma;PR;Emilia-Romagna;44,5219400000;10,1991700000;44,8016700000;10,3288900000;2163;43028;521;8034039
Tornolo;Parma;PR;Emilia-Romagna;44,4875000000;9,6252800000;44,8016700000;10,3288900000;1145;43059;525;8034040
Torrile;Parma;PR;Emilia-Romagna;44,8916700000;10,3530600000;44,8016700000;10,3288900000;7804;43056;521;8034041
Traversetolo;Parma;PR;Emilia-Romagna;44,6416700000;10,3813900000;44,8016700000;10,3288900000;9339;43029;521;8034042
Trecasali;Parma;PR;Emilia-Romagna;44,9383300000;10,2741700000;44,8016700000;10,3288900000;3679;43010;521;8034043
Valmozzola;Parma;PR;Emilia-Romagna;44,5708300000;9,8825000000;44,8016700000;10,3288900000;585;43050;525;8034044
Varano de' Melegari;Parma;PR;Emilia-Romagna;44,6883300000;10,0141700000;44,8016700000;10,3288900000;2704;43040;525;8034045
Varsi;Parma;PR;Emilia-Romagna;44,6644400000;9,8458300000;44,8016700000;10,3288900000;1300;43049;525;8034046
Zibello;Parma;PR;Emilia-Romagna;45,0197200000;10,1297200000;44,8016700000;10,3288900000;1863;43010;524;8034048
Albinea;Reggio Emilia;RE;Emilia-Romagna;44,6225000000;10,6019400000;44,6697800000;10,5756000000;8766;42020;522;8035001
Bagnolo in Piano;Reggio Emilia;RE;Emilia-Romagna;44,7630600000;10,6738900000;44,6697800000;10,5756000000;9536;42011;522;8035002
Baiso;Reggio Emilia;RE;Emilia-Romagna;44,4983300000;10,6025000000;44,6697800000;10,5756000000;3440;42031;522;8035003
Bibbiano;Reggio Emilia;RE;Emilia-Romagna;44,6658300000;10,4775000000;44,6697800000;10,5756000000;10021;42021;522;8035004
Boretto;Reggio Emilia;RE;Emilia-Romagna;44,9080600000;10,5533300000;44,6697800000;10,5756000000;5335;42022;522;8035005
Brescello;Reggio Emilia;RE;Emilia-Romagna;44,9022200000;10,5166700000;44,6697800000;10,5756000000;5604;42041;522;8035006
Busana;Reggio Emilia;RE;Emilia-Romagna;44,3705600000;10,3241700000;44,6697800000;10,5756000000;1319;42032;522;8035007
Cadelbosco di Sopra;Reggio Emilia;RE;Emilia-Romagna;44,7641700000;10,5972200000;44,6697800000;10,5756000000;10542;42023;522;8035008
Campagnola Emilia;Reggio Emilia;RE;Emilia-Romagna;44,8444400000;10,7625000000;44,6697800000;10,5756000000;5594;42012;522;8035009
Campegine;Reggio Emilia;RE;Emilia-Romagna;44,7830600000;10,5327800000;44,6697800000;10,5756000000;5187;42040;522;8035010
Carpineti;Reggio Emilia;RE;Emilia-Romagna;44,4566700000;10,5197200000;44,6697800000;10,5756000000;4223;42033;522;8035011
Casalgrande;Reggio Emilia;RE;Emilia-Romagna;44,5783300000;10,7291700000;44,6697800000;10,5756000000;18785;42013;522;8035012
Casina;Reggio Emilia;RE;Emilia-Romagna;44,5127800000;10,5000000000;44,6697800000;10,5756000000;4538;42034;522;8035013
Castellarano;Reggio Emilia;RE;Emilia-Romagna;44,5125000000;10,7297200000;44,6697800000;10,5756000000;15095;42014;536;8035014
Castelnovo di Sotto;Reggio Emilia;RE;Emilia-Romagna;44,8116700000;10,5655600000;44,6697800000;10,5756000000;8673;42024;522;8035015
Castelnovo ne' Mont;Reggio Emilia;RE;Emilia-Romagna;44,4372200000;10,4008300000;44,6697800000;10,5756000000;10761;42035;522;8035016
Cavriago;Reggio Emilia;RE;Emilia-Romagna;44,6986100000;10,5291700000;44,6697800000;10,5756000000;9750;42025;522;8035017
Canossa;Reggio Emilia;RE;Emilia-Romagna;44,5952800000;10,4088900000;44,6697800000;10,5756000000;3843;42026;522;8035018
Collagna;Reggio Emilia;RE;Emilia-Romagna;44,3483300000;10,2755600000;44,6697800000;10,5756000000;984;42037;522;8035019
Correggio;Reggio Emilia;RE;Emilia-Romagna;44,7727800000;10,7805600000;44,6697800000;10,5756000000;25395;42015;522;8035020
Fabbrico;Reggio Emilia;RE;Emilia-Romagna;44,8727800000;10,8080600000;44,6697800000;10,5756000000;6750;42042;522;8035021
Gattatico;Reggio Emilia;RE;Emilia-Romagna;44,7963900000;10,4438900000;44,6697800000;10,5756000000;5935;42043;522;8035022
Gualtieri;Reggio Emilia;RE;Emilia-Romagna;44,9058300000;10,6308300000;44,6697800000;10,5756000000;6696;42044;522;8035023
Guastalla;Reggio Emilia;RE;Emilia-Romagna;44,9225000000;10,6533300000;44,6697800000;10,5756000000;15191;42016;522;8035024
Ligonchio;Reggio Emilia;RE;Emilia-Romagna;44,3172200000;10,3430600000;44,6697800000;10,5756000000;875;42039;522;8035025
Luzzara;Reggio Emilia;RE;Emilia-Romagna;44,9616700000;10,6880600000;44,6697800000;10,5756000000;9134;42045;522;8035026
Montecchio Emilia;Reggio Emilia;RE;Emilia-Romagna;44,7025000000;10,4491700000;44,6697800000;10,5756000000;10416;42027;522;8035027
Novellara;Reggio Emilia;RE;Emilia-Romagna;44,8461100000;10,7311100000;44,6697800000;10,5756000000;13858;42017;522;8035028
Poviglio;Reggio Emilia;RE;Emilia-Romagna;44,8433300000;10,5433300000;44,6697800000;10,5756000000;7320;42028;522;8035029
Quattro Castella;Reggio Emilia;RE;Emilia-Romagna;44,6336100000;10,4725000000;44,6697800000;10,5756000000;13139;42020;522;8035030
Ramiseto;Reggio Emilia;RE;Emilia-Romagna;44,4141700000;10,2719400000;44,6697800000;10,5756000000;1307;42030;522;8035031
Reggiolo;Reggio Emilia;RE;Emilia-Romagna;44,9200000000;10,8077800000;44,6697800000;10,5756000000;9362;42046;522;8035032
Reggio Emilia;Reggio Emilia;RE;Emilia-Romagna;44,6994400000;10,6327800000;44,6697800000;10,5756000000;170086;;522;8035033
Rio Saliceto;Reggio Emilia;RE;Emilia-Romagna;44,8105600000;10,8058300000;44,6697800000;10,5756000000;6048;42010;522;8035034
Rolo;Reggio Emilia;RE;Emilia-Romagna;44,8883300000;10,8594400000;44,6697800000;10,5756000000;4090;42047;522;8035035
Rubiera;Reggio Emilia;RE;Emilia-Romagna;44,6547200000;10,7830600000;44,6697800000;10,5756000000;14559;42048;522;8035036
San Martino in Rio;Reggio Emilia;RE;Emilia-Romagna;44,7347200000;10,7841700000;44,6697800000;10,5756000000;8010;42018;522;8035037
San Polo d'Enza;Reggio Emilia;RE;Emilia-Romagna;44,6277800000;10,4227800000;44,6697800000;10,5756000000;5858;42020;522;8035038
Sant'Ilario d'Enza;Reggio Emilia;RE;Emilia-Romagna;44,7616700000;10,4511100000;44,6697800000;10,5756000000;11021;42049;522;8035039
Scandiano;Reggio Emilia;RE;Emilia-Romagna;44,5997200000;10,6875000000;44,6697800000;10,5756000000;25074;42019;522;8035040
Toano;Reggio Emilia;RE;Emilia-Romagna;44,3786100000;10,5616700000;44,6697800000;10,5756000000;4541;42010;522;8035041
Vetto;Reggio Emilia;RE;Emilia-Romagna;44,4855600000;10,3377800000;44,6697800000;10,5756000000;2001;42020;522;8035042
Vezzano sul Crostol;Reggio Emilia;RE;Emilia-Romagna;44,6016700000;10,5438900000;44,6697800000;10,5756000000;4270;42030;522;8035043
Viano;Reggio Emilia;RE;Emilia-Romagna;44,5486100000;10,6383300000;44,6697800000;10,5756000000;3423;42030;522;8035044
Villa Minozzo;Reggio Emilia;RE;Emilia-Romagna;44,3661100000;10,4688900000;44,6697800000;10,5756000000;3988;42030;522;8035045
Bastiglia;Modena;MO;Emilia-Romagna;44,7261100000;11,0008300000;44,6480600000;10,9247200000;4137;41030;59;8036001
Bomporto;Modena;MO;Emilia-Romagna;44,7280600000;11,0427800000;44,6480600000;10,9247200000;9748;41030;59;8036002
Campogalliano;Modena;MO;Emilia-Romagna;44,6905600000;10,8416700000;44,6480600000;10,9247200000;8650;41011;59;8036003
Camposanto;Modena;MO;Emilia-Romagna;44,7902800000;11,1380600000;44,6480600000;10,9247200000;3218;41031;535;8036004
Carpi;Modena;MO;Emilia-Romagna;44,7841700000;10,8838900000;44,6480600000;10,9247200000;69021;41012;59;8036005
Castelfranco Emilia;Modena;MO;Emilia-Romagna;44,5961100000;11,0544400000;44,6480600000;10,9247200000;32102;41013;59;8036006
Castelnuovo Rangone;Modena;MO;Emilia-Romagna;44,5511100000;10,9402800000;44,6480600000;10,9247200000;14324;41051;59;8036007
Castelvetro di Mode;Modena;MO;Emilia-Romagna;44,5052800000;10,9455600000;44,6480600000;10,9247200000;11165;41014;59;8036008
Cavezzo;Modena;MO;Emilia-Romagna;44,8388900000;11,0291700000;44,6480600000;10,9247200000;7390;41032;535;8036009
Concordia sulla Sec;Modena;MO;Emilia-Romagna;44,9152800000;10,9830600000;44,6480600000;10,9247200000;9059;41033;535;8036010
Fanano;Modena;MO;Emilia-Romagna;44,2066700000;10,7936100000;44,6480600000;10,9247200000;3121;41021;536;8036011
Finale Emilia;Modena;MO;Emilia-Romagna;44,8333300000;11,2936100000;44,6480600000;10,9247200000;16072;41034;535;8036012
Fiorano Modenese;Modena;MO;Emilia-Romagna;44,5402800000;10,8111100000;44,6480600000;10,9247200000;17041;41042;536;8036013
Fiumalbo;Modena;MO;Emilia-Romagna;44,1766700000;10,6494400000;44,6480600000;10,9247200000;1313;41022;536;8036014
Formigine;Modena;MO;Emilia-Romagna;44,5777800000;10,8469400000;44,6480600000;10,9247200000;33832;41043;59;8036015
Frassinoro;Modena;MO;Emilia-Romagna;44,2933300000;10,5725000000;44,6480600000;10,9247200000;2046;41044;536;8036016
Guiglia;Modena;MO;Emilia-Romagna;44,4294400000;10,9580600000;44,6480600000;10,9247200000;4095;41052;59;8036017
Lama Mocogno;Modena;MO;Emilia-Romagna;44,3080600000;10,7313900000;44,6480600000;10,9247200000;2912;41023;536;8036018
Maranello;Modena;MO;Emilia-Romagna;44,5294400000;10,8652800000;44,6480600000;10,9247200000;16969;41053;536;8036019
Marano sul Panaro;Modena;MO;Emilia-Romagna;44,4561100000;10,9666700000;44,6480600000;10,9247200000;4716;41054;59;8036020
Medolla;Modena;MO;Emilia-Romagna;44,8500000000;11,0722200000;44,6480600000;10,9247200000;6331;41036;535;8036021
Mirandola;Modena;MO;Emilia-Romagna;44,8877800000;11,0677800000;44,6480600000;10,9247200000;24602;41037;535;8036022
Modena;Modena;MO;Emilia-Romagna;44,6480600000;10,9247200000;44,6480600000;10,9247200000;184663;;59;8036023
Montecreto;Modena;MO;Emilia-Romagna;44,2486100000;10,7180600000;44,6480600000;10,9247200000;995;41025;536;8036024
Montefiorino;Modena;MO;Emilia-Romagna;44,3577800000;10,6219400000;44,6480600000;10,9247200000;2258;41045;536;8036025
Montese;Modena;MO;Emilia-Romagna;44,2677800000;10,9402800000;44,6480600000;10,9247200000;3407;41055;59;8036026
Nonantola;Modena;MO;Emilia-Romagna;44,6805600000;11,0441700000;44,6480600000;10,9247200000;15489;41015;59;8036027
Novi di Modena;Modena;MO;Emilia-Romagna;44,8947200000;10,9025000000;44,6480600000;10,9247200000;11476;41016;59;8036028
Palagano;Modena;MO;Emilia-Romagna;44,3208300000;10,6472200000;44,6480600000;10,9247200000;2417;41046;536;8036029
Pavullo nel Frignan;Modena;MO;Emilia-Romagna;44,3411100000;10,8347200000;44,6480600000;10,9247200000;17350;41026;536;8036030
Pievepelago;Modena;MO;Emilia-Romagna;44,2058300000;10,6169400000;44,6480600000;10,9247200000;2304;41027;536;8036031
Polinago;Modena;MO;Emilia-Romagna;44,3461100000;10,7238900000;44,6480600000;10,9247200000;1775;41040;536;8036032
Prignano sulla Secc;Modena;MO;Emilia-Romagna;44,4400000000;10,6938900000;44,6480600000;10,9247200000;3813;41048;536;8036033
Ravarino;Modena;MO;Emilia-Romagna;44,7238900000;11,1019400000;44,6480600000;10,9247200000;6318;41017;59;8036034
